model,subject,sim_within_subject,trial,choice
repetition,131,30,62,0
wsls,131,30,62,0
repetition,131,30,63,0
wsls,131,30,63,0
repetition,131,30,64,0
wsls,131,30,64,0
repetition,131,30,65,0
wsls,131,30,65,0
repetition,131,30,66,0
wsls,131,30,66,0
repetition,131,30,67,0
wsls,131,30,67,0
repetition,131,30,68,0
wsls,131,30,68,0
repetition,131,30,69,0
wsls,131,30,69,0
repetition,131,30,70,0
wsls,131,30,70,1
repetition,131,30,71,0
wsls,131,30,71,1
repetition,131,30,72,0
wsls,131,30,72,0
repetition,131,30,73,0
wsls,131,30,73,1
repetition,131,30,74,0
wsls,131,30,74,1
repetition,131,30,75,0
wsls,131,30,75,1
repetition,131,30,76,0
wsls,131,30,76,0
repetition,131,30,77,0
wsls,131,30,77,1
repetition,131,30,78,0
wsls,131,30,78,1
repetition,131,30,79,0
wsls,131,30,79,1
repetition,131,30,80,0
wsls,131,30,80,0
repetition,131,30,81,0
wsls,131,30,81,0
repetition,131,30,82,0
wsls,131,30,82,1
repetition,131,30,83,0
wsls,131,30,83,0
repetition,131,30,84,0
wsls,131,30,84,1
repetition,131,30,85,0
wsls,131,30,85,0
repetition,131,30,86,0
wsls,131,30,86,1
repetition,131,30,87,0
wsls,131,30,87,1
repetition,131,30,88,0
wsls,131,30,88,1
repetition,131,30,89,0
wsls,131,30,89,0
repetition,131,30,90,0
wsls,131,30,90,0
repetition,131,30,91,0
wsls,131,30,91,0
repetition,131,30,92,0
wsls,131,30,92,0
repetition,131,30,93,0
wsls,131,30,93,1
repetition,131,30,94,0
wsls,131,30,94,0
repetition,131,30,95,0
wsls,131,30,95,1
repetition,131,30,96,0
wsls,131,30,96,0
repetition,131,30,97,0
wsls,131,30,97,1
repetition,131,30,98,0
wsls,131,30,98,0
repetition,131,30,99,0
wsls,131,30,99,0
repetition,131,30,100,0
wsls,131,30,100,0
repetition,131,30,101,0
wsls,131,30,101,1
repetition,131,30,102,0
wsls,131,30,102,1
repetition,131,30,103,0
wsls,131,30,103,1
repetition,131,30,104,0
wsls,131,30,104,0
repetition,131,30,105,0
wsls,131,30,105,1
repetition,131,30,106,0
wsls,131,30,106,0
repetition,131,30,107,0
wsls,131,30,107,1
repetition,131,30,108,0
wsls,131,30,108,1
repetition,131,30,109,0
wsls,131,30,109,0
repetition,131,30,110,0
wsls,131,30,110,1
repetition,131,30,111,0
wsls,131,30,111,1
repetition,131,30,112,0
wsls,131,30,112,1
repetition,131,30,113,1
wsls,131,30,113,1
repetition,131,30,114,1
wsls,131,30,114,0
repetition,131,30,115,1
wsls,131,30,115,0
repetition,131,30,116,1
wsls,131,30,116,1
repetition,131,30,117,1
wsls,131,30,117,1
repetition,131,30,118,1
wsls,131,30,118,0
repetition,131,30,119,1
wsls,131,30,119,1
repetition,131,30,120,1
wsls,131,30,120,1
repetition,131,30,121,1
wsls,131,30,121,0
repetition,131,30,122,1
wsls,131,30,122,1
repetition,131,30,123,1
wsls,131,30,123,1
repetition,131,30,124,1
wsls,131,30,124,1
repetition,131,30,125,1
wsls,131,30,125,1
repetition,131,30,126,1
wsls,131,30,126,1
repetition,131,30,127,1
wsls,131,30,127,1
repetition,131,30,128,1
wsls,131,30,128,1
repetition,131,30,129,1
wsls,131,30,129,0
repetition,131,30,130,1
wsls,131,30,130,0
repetition,131,30,131,1
wsls,131,30,131,0
repetition,131,30,132,1
wsls,131,30,132,1
repetition,131,30,133,1
wsls,131,30,133,1
repetition,131,30,134,1
wsls,131,30,134,1
repetition,131,30,135,1
wsls,131,30,135,1
repetition,131,30,136,1
wsls,131,30,136,0
repetition,131,30,137,1
wsls,131,30,137,1
repetition,131,30,138,1
wsls,131,30,138,0
repetition,131,30,139,1
wsls,131,30,139,1
repetition,131,30,140,0
wsls,131,30,140,1
repetition,131,31,1,1
wsls,131,31,1,0
repetition,131,31,2,1
wsls,131,31,2,1
repetition,131,31,3,0
wsls,131,31,3,0
repetition,131,31,4,0
wsls,131,31,4,1
repetition,131,31,5,0
wsls,131,31,5,1
repetition,131,31,6,0
wsls,131,31,6,0
repetition,131,31,7,0
wsls,131,31,7,0
repetition,131,31,8,0
wsls,131,31,8,1
repetition,131,31,9,0
wsls,131,31,9,0
repetition,131,31,10,0
wsls,131,31,10,0
repetition,131,31,11,0
wsls,131,31,11,0
repetition,131,31,12,0
wsls,131,31,12,0
repetition,131,31,13,0
wsls,131,31,13,0
repetition,131,31,14,0
wsls,131,31,14,0
repetition,131,31,15,0
wsls,131,31,15,0
repetition,131,31,16,0
wsls,131,31,16,1
repetition,131,31,17,0
wsls,131,31,17,0
repetition,131,31,18,1
wsls,131,31,18,1
repetition,131,31,19,1
wsls,131,31,19,1
repetition,131,31,20,1
wsls,131,31,20,1
repetition,131,31,21,1
wsls,131,31,21,1
repetition,131,31,22,1
wsls,131,31,22,0
repetition,131,31,23,1
wsls,131,31,23,0
repetition,131,31,24,1
wsls,131,31,24,0
repetition,131,31,25,1
wsls,131,31,25,0
repetition,131,31,26,1
wsls,131,31,26,0
repetition,131,31,27,1
wsls,131,31,27,1
repetition,131,31,28,1
wsls,131,31,28,0
repetition,131,31,29,1
wsls,131,31,29,0
repetition,131,31,30,1
wsls,131,31,30,0
repetition,131,31,31,1
wsls,131,31,31,0
repetition,131,31,32,1
wsls,131,31,32,0
repetition,131,31,33,1
wsls,131,31,33,0
repetition,131,31,34,1
wsls,131,31,34,0
repetition,131,31,35,1
wsls,131,31,35,0
repetition,131,31,36,1
wsls,131,31,36,1
repetition,131,31,37,1
wsls,131,31,37,1
repetition,131,31,38,1
wsls,131,31,38,0
repetition,131,31,39,1
wsls,131,31,39,1
repetition,131,31,40,1
wsls,131,31,40,1
repetition,131,31,41,1
wsls,131,31,41,1
repetition,131,31,42,1
wsls,131,31,42,0
repetition,131,31,43,1
wsls,131,31,43,1
repetition,131,31,44,1
wsls,131,31,44,0
repetition,131,31,45,1
wsls,131,31,45,1
repetition,131,31,46,0
wsls,131,31,46,1
repetition,131,31,47,0
wsls,131,31,47,0
repetition,131,31,48,0
wsls,131,31,48,1
repetition,131,31,49,0
wsls,131,31,49,1
repetition,131,31,50,0
wsls,131,31,50,0
repetition,131,31,51,0
wsls,131,31,51,0
repetition,131,31,52,0
wsls,131,31,52,0
repetition,131,31,53,0
wsls,131,31,53,0
repetition,131,31,54,0
wsls,131,31,54,1
repetition,131,31,55,0
wsls,131,31,55,1
repetition,131,31,56,0
wsls,131,31,56,1
repetition,131,31,57,0
wsls,131,31,57,0
repetition,131,31,58,0
wsls,131,31,58,1
repetition,131,31,59,0
wsls,131,31,59,0
repetition,131,31,60,0
wsls,131,31,60,0
repetition,131,31,61,0
wsls,131,31,61,1
repetition,131,31,62,0
wsls,131,31,62,1
repetition,131,31,63,0
wsls,131,31,63,0
repetition,131,31,64,1
wsls,131,31,64,1
repetition,131,31,65,1
wsls,131,31,65,0
repetition,131,31,66,1
wsls,131,31,66,0
repetition,131,31,67,1
wsls,131,31,67,1
repetition,131,31,68,1
wsls,131,31,68,0
repetition,131,31,69,1
wsls,131,31,69,0
repetition,131,31,70,1
wsls,131,31,70,0
repetition,131,31,71,1
wsls,131,31,71,0
repetition,131,31,72,1
wsls,131,31,72,1
repetition,131,31,73,1
wsls,131,31,73,0
repetition,131,31,74,1
wsls,131,31,74,1
repetition,131,31,75,1
wsls,131,31,75,0
repetition,131,31,76,1
wsls,131,31,76,1
repetition,131,31,77,1
wsls,131,31,77,1
repetition,131,31,78,1
wsls,131,31,78,1
repetition,131,31,79,1
wsls,131,31,79,1
repetition,131,31,80,1
wsls,131,31,80,1
repetition,131,31,81,1
wsls,131,31,81,0
repetition,131,31,82,1
wsls,131,31,82,1
repetition,131,31,83,1
wsls,131,31,83,0
repetition,131,31,84,1
wsls,131,31,84,0
repetition,131,31,85,1
wsls,131,31,85,0
repetition,131,31,86,1
wsls,131,31,86,0
repetition,131,31,87,1
wsls,131,31,87,1
repetition,131,31,88,1
wsls,131,31,88,1
repetition,131,31,89,1
wsls,131,31,89,1
repetition,131,31,90,1
wsls,131,31,90,0
repetition,131,31,91,1
wsls,131,31,91,0
repetition,131,31,92,1
wsls,131,31,92,0
repetition,131,31,93,1
wsls,131,31,93,0
repetition,131,31,94,1
wsls,131,31,94,0
repetition,131,31,95,1
wsls,131,31,95,0
repetition,131,31,96,1
wsls,131,31,96,0
repetition,131,31,97,1
wsls,131,31,97,1
repetition,131,31,98,1
wsls,131,31,98,1
repetition,131,31,99,1
wsls,131,31,99,0
repetition,131,31,100,1
wsls,131,31,100,1
repetition,131,31,101,1
wsls,131,31,101,1
repetition,131,31,102,0
wsls,131,31,102,1
repetition,131,31,103,0
wsls,131,31,103,0
repetition,131,31,104,0
wsls,131,31,104,1
repetition,131,31,105,0
wsls,131,31,105,0
repetition,131,31,106,0
wsls,131,31,106,0
repetition,131,31,107,0
wsls,131,31,107,1
repetition,131,31,108,0
wsls,131,31,108,1
repetition,131,31,109,0
wsls,131,31,109,0
repetition,131,31,110,0
wsls,131,31,110,1
repetition,131,31,111,0
wsls,131,31,111,1
repetition,131,31,112,0
wsls,131,31,112,1
repetition,131,31,113,0
wsls,131,31,113,0
repetition,131,31,114,0
wsls,131,31,114,1
repetition,131,31,115,0
wsls,131,31,115,1
repetition,131,31,116,1
wsls,131,31,116,1
repetition,131,31,117,1
wsls,131,31,117,1
repetition,131,31,118,1
wsls,131,31,118,1
repetition,131,31,119,1
wsls,131,31,119,0
repetition,131,31,120,1
wsls,131,31,120,1
repetition,131,31,121,1
wsls,131,31,121,1
repetition,131,31,122,1
wsls,131,31,122,1
repetition,131,31,123,1
wsls,131,31,123,0
repetition,131,31,124,1
wsls,131,31,124,1
repetition,131,31,125,1
wsls,131,31,125,1
repetition,131,31,126,1
wsls,131,31,126,0
repetition,131,31,127,1
wsls,131,31,127,0
repetition,131,31,128,1
wsls,131,31,128,1
repetition,131,31,129,1
wsls,131,31,129,1
repetition,131,31,130,1
wsls,131,31,130,1
repetition,131,31,131,0
wsls,131,31,131,1
repetition,131,31,132,0
wsls,131,31,132,1
repetition,131,31,133,0
wsls,131,31,133,1
repetition,131,31,134,0
wsls,131,31,134,1
repetition,131,31,135,0
wsls,131,31,135,0
repetition,131,31,136,0
wsls,131,31,136,0
repetition,131,31,137,0
wsls,131,31,137,0
repetition,131,31,138,0
wsls,131,31,138,1
repetition,131,31,139,0
wsls,131,31,139,0
repetition,131,31,140,0
wsls,131,31,140,1
repetition,131,32,1,1
wsls,131,32,1,0
repetition,131,32,2,1
wsls,131,32,2,1
repetition,131,32,3,1
wsls,131,32,3,0
repetition,131,32,4,1
wsls,131,32,4,0
repetition,131,32,5,1
wsls,131,32,5,0
repetition,131,32,6,1
wsls,131,32,6,0
repetition,131,32,7,1
wsls,131,32,7,0
repetition,131,32,8,0
wsls,131,32,8,0
repetition,131,32,9,0
wsls,131,32,9,0
repetition,131,32,10,0
wsls,131,32,10,1
repetition,131,32,11,0
wsls,131,32,11,0
repetition,131,32,12,0
wsls,131,32,12,0
repetition,131,32,13,0
wsls,131,32,13,0
repetition,131,32,14,0
wsls,131,32,14,0
repetition,131,32,15,0
wsls,131,32,15,0
repetition,131,32,16,0
wsls,131,32,16,1
repetition,131,32,17,0
wsls,131,32,17,0
repetition,131,32,18,0
wsls,131,32,18,0
repetition,131,32,19,0
wsls,131,32,19,1
repetition,131,32,20,0
wsls,131,32,20,0
repetition,131,32,21,0
wsls,131,32,21,0
repetition,131,32,22,0
wsls,131,32,22,0
repetition,131,32,23,0
wsls,131,32,23,1
repetition,131,32,24,0
wsls,131,32,24,1
repetition,131,32,25,0
wsls,131,32,25,0
repetition,131,32,26,0
wsls,131,32,26,0
repetition,131,32,27,0
wsls,131,32,27,1
repetition,131,32,28,0
wsls,131,32,28,0
repetition,131,32,29,1
wsls,131,32,29,1
repetition,131,32,30,0
wsls,131,32,30,1
repetition,131,32,31,0
wsls,131,32,31,1
repetition,131,32,32,0
wsls,131,32,32,0
repetition,131,32,33,0
wsls,131,32,33,1
repetition,131,32,34,0
wsls,131,32,34,0
repetition,131,32,35,0
wsls,131,32,35,0
repetition,131,32,36,0
wsls,131,32,36,0
repetition,131,32,37,0
wsls,131,32,37,1
repetition,131,32,38,0
wsls,131,32,38,1
repetition,131,32,39,0
wsls,131,32,39,1
repetition,131,32,40,0
wsls,131,32,40,1
repetition,131,32,41,0
wsls,131,32,41,1
repetition,131,32,42,0
wsls,131,32,42,1
repetition,131,32,43,0
wsls,131,32,43,0
repetition,131,32,44,0
wsls,131,32,44,1
repetition,131,32,45,0
wsls,131,32,45,1
repetition,131,32,46,0
wsls,131,32,46,1
repetition,131,32,47,0
wsls,131,32,47,1
repetition,131,32,48,0
wsls,131,32,48,0
repetition,131,32,49,0
wsls,131,32,49,1
repetition,131,32,50,0
wsls,131,32,50,1
repetition,131,32,51,0
wsls,131,32,51,0
repetition,131,32,52,0
wsls,131,32,52,1
repetition,131,32,53,0
wsls,131,32,53,1
repetition,131,32,54,1
wsls,131,32,54,1
repetition,131,32,55,1
wsls,131,32,55,0
repetition,131,32,56,1
wsls,131,32,56,0
repetition,131,32,57,1
wsls,131,32,57,0
repetition,131,32,58,1
wsls,131,32,58,0
repetition,131,32,59,1
wsls,131,32,59,0
repetition,131,32,60,1
wsls,131,32,60,0
repetition,131,32,61,1
wsls,131,32,61,1
repetition,131,32,62,1
wsls,131,32,62,0
repetition,131,32,63,1
wsls,131,32,63,0
repetition,131,32,64,1
wsls,131,32,64,1
repetition,131,32,65,1
wsls,131,32,65,0
repetition,131,32,66,1
wsls,131,32,66,1
repetition,131,32,67,1
wsls,131,32,67,0
repetition,131,32,68,0
wsls,131,32,68,0
repetition,131,32,69,0
wsls,131,32,69,1
repetition,131,32,70,1
wsls,131,32,70,0
repetition,131,32,71,1
wsls,131,32,71,0
repetition,131,32,72,1
wsls,131,32,72,1
repetition,131,32,73,1
wsls,131,32,73,0
repetition,131,32,74,1
wsls,131,32,74,1
repetition,131,32,75,1
wsls,131,32,75,1
repetition,131,32,76,1
wsls,131,32,76,1
repetition,131,32,77,1
wsls,131,32,77,1
repetition,131,32,78,1
wsls,131,32,78,1
repetition,131,32,79,1
wsls,131,32,79,1
repetition,131,32,80,1
wsls,131,32,80,1
repetition,131,32,81,1
wsls,131,32,81,1
repetition,131,32,82,1
wsls,131,32,82,0
repetition,131,32,83,1
wsls,131,32,83,1
repetition,131,32,84,1
wsls,131,32,84,1
repetition,131,32,85,1
wsls,131,32,85,1
repetition,131,32,86,1
wsls,131,32,86,0
repetition,131,32,87,1
wsls,131,32,87,0
repetition,131,32,88,1
wsls,131,32,88,1
repetition,131,32,89,1
wsls,131,32,89,0
repetition,131,32,90,1
wsls,131,32,90,1
repetition,131,32,91,1
wsls,131,32,91,0
repetition,131,32,92,1
wsls,131,32,92,1
repetition,131,32,93,1
wsls,131,32,93,0
repetition,131,32,94,1
wsls,131,32,94,0
repetition,131,32,95,0
wsls,131,32,95,0
repetition,131,32,96,0
wsls,131,32,96,1
repetition,131,32,97,0
wsls,131,32,97,1
repetition,131,32,98,0
wsls,131,32,98,1
repetition,131,32,99,0
wsls,131,32,99,1
repetition,131,32,100,0
wsls,131,32,100,0
repetition,131,32,101,0
wsls,131,32,101,0
repetition,131,32,102,0
wsls,131,32,102,0
repetition,131,32,103,0
wsls,131,32,103,0
repetition,131,32,104,0
wsls,131,32,104,1
repetition,131,32,105,0
wsls,131,32,105,0
repetition,131,32,106,0
wsls,131,32,106,0
repetition,131,32,107,0
wsls,131,32,107,0
repetition,131,32,108,0
wsls,131,32,108,1
repetition,131,32,109,0
wsls,131,32,109,1
repetition,131,32,110,1
wsls,131,32,110,0
repetition,131,32,111,1
wsls,131,32,111,0
repetition,131,32,112,1
wsls,131,32,112,1
repetition,131,32,113,1
wsls,131,32,113,0
repetition,131,32,114,1
wsls,131,32,114,0
repetition,131,32,115,1
wsls,131,32,115,1
repetition,131,32,116,1
wsls,131,32,116,1
repetition,131,32,117,1
wsls,131,32,117,0
repetition,131,32,118,1
wsls,131,32,118,1
repetition,131,32,119,1
wsls,131,32,119,0
repetition,131,32,120,1
wsls,131,32,120,0
repetition,131,32,121,1
wsls,131,32,121,1
repetition,131,32,122,0
wsls,131,32,122,0
repetition,131,32,123,1
wsls,131,32,123,1
repetition,131,32,124,1
wsls,131,32,124,1
repetition,131,32,125,1
wsls,131,32,125,0
repetition,131,32,126,1
wsls,131,32,126,0
repetition,131,32,127,1
wsls,131,32,127,0
repetition,131,32,128,0
wsls,131,32,128,0
repetition,131,32,129,0
wsls,131,32,129,1
repetition,131,32,130,0
wsls,131,32,130,1
repetition,131,32,131,1
wsls,131,32,131,1
repetition,131,32,132,1
wsls,131,32,132,1
repetition,131,32,133,1
wsls,131,32,133,1
repetition,131,32,134,1
wsls,131,32,134,1
repetition,131,32,135,1
wsls,131,32,135,1
repetition,131,32,136,1
wsls,131,32,136,0
repetition,131,32,137,1
wsls,131,32,137,1
repetition,131,32,138,1
wsls,131,32,138,0
repetition,131,32,139,1
wsls,131,32,139,0
repetition,131,32,140,1
wsls,131,32,140,0
repetition,131,33,1,1
wsls,131,33,1,1
repetition,131,33,2,1
wsls,131,33,2,1
repetition,131,33,3,1
wsls,131,33,3,1
repetition,131,33,4,1
wsls,131,33,4,0
repetition,131,33,5,1
wsls,131,33,5,0
repetition,131,33,6,1
wsls,131,33,6,0
repetition,131,33,7,1
wsls,131,33,7,1
repetition,131,33,8,1
wsls,131,33,8,0
repetition,131,33,9,1
wsls,131,33,9,1
repetition,131,33,10,1
wsls,131,33,10,0
repetition,131,33,11,1
wsls,131,33,11,0
repetition,131,33,12,1
wsls,131,33,12,0
repetition,131,33,13,1
wsls,131,33,13,0
repetition,131,33,14,1
wsls,131,33,14,0
repetition,131,33,15,1
wsls,131,33,15,0
repetition,131,33,16,1
wsls,131,33,16,1
repetition,131,33,17,1
wsls,131,33,17,1
repetition,131,33,18,1
wsls,131,33,18,1
repetition,131,33,19,1
wsls,131,33,19,0
repetition,131,33,20,1
wsls,131,33,20,0
repetition,131,33,21,1
wsls,131,33,21,0
repetition,131,33,22,1
wsls,131,33,22,1
repetition,131,33,23,1
wsls,131,33,23,0
repetition,131,33,24,1
wsls,131,33,24,1
repetition,131,33,25,1
wsls,131,33,25,1
repetition,131,33,26,1
wsls,131,33,26,0
repetition,131,33,27,1
wsls,131,33,27,1
repetition,131,33,28,1
wsls,131,33,28,1
repetition,131,33,29,1
wsls,131,33,29,0
repetition,131,33,30,1
wsls,131,33,30,1
repetition,131,33,31,1
wsls,131,33,31,0
repetition,131,33,32,1
wsls,131,33,32,0
repetition,131,33,33,1
wsls,131,33,33,0
repetition,131,33,34,1
wsls,131,33,34,0
repetition,131,33,35,1
wsls,131,33,35,0
repetition,131,33,36,1
wsls,131,33,36,0
repetition,131,33,37,1
wsls,131,33,37,1
repetition,131,33,38,1
wsls,131,33,38,1
repetition,131,33,39,1
wsls,131,33,39,1
repetition,131,33,40,1
wsls,131,33,40,0
repetition,131,33,41,1
wsls,131,33,41,1
repetition,131,33,42,1
wsls,131,33,42,0
repetition,131,33,43,1
wsls,131,33,43,0
repetition,131,33,44,1
wsls,131,33,44,1
repetition,131,33,45,1
wsls,131,33,45,1
repetition,131,33,46,1
wsls,131,33,46,1
repetition,131,33,47,1
wsls,131,33,47,0
repetition,131,33,48,1
wsls,131,33,48,1
repetition,131,33,49,1
wsls,131,33,49,1
repetition,131,33,50,1
wsls,131,33,50,1
repetition,131,33,51,1
wsls,131,33,51,1
repetition,131,33,52,1
wsls,131,33,52,0
repetition,131,33,53,1
wsls,131,33,53,1
repetition,131,33,54,1
wsls,131,33,54,1
repetition,131,33,55,1
wsls,131,33,55,1
repetition,131,33,56,1
wsls,131,33,56,1
repetition,131,33,57,0
wsls,131,33,57,0
repetition,131,33,58,0
wsls,131,33,58,0
repetition,131,33,59,0
wsls,131,33,59,0
repetition,131,33,60,0
wsls,131,33,60,1
repetition,131,33,61,0
wsls,131,33,61,0
repetition,131,33,62,0
wsls,131,33,62,0
repetition,131,33,63,0
wsls,131,33,63,0
repetition,131,33,64,0
wsls,131,33,64,0
repetition,131,33,65,0
wsls,131,33,65,0
repetition,131,33,66,0
wsls,131,33,66,0
repetition,131,33,67,0
wsls,131,33,67,1
repetition,131,33,68,0
wsls,131,33,68,0
repetition,131,33,69,0
wsls,131,33,69,1
repetition,131,33,70,0
wsls,131,33,70,0
repetition,131,33,71,0
wsls,131,33,71,0
repetition,131,33,72,0
wsls,131,33,72,1
repetition,131,33,73,0
wsls,131,33,73,0
repetition,131,33,74,0
wsls,131,33,74,1
repetition,131,33,75,0
wsls,131,33,75,1
repetition,131,33,76,0
wsls,131,33,76,1
repetition,131,33,77,0
wsls,131,33,77,1
repetition,131,33,78,0
wsls,131,33,78,1
repetition,131,33,79,0
wsls,131,33,79,1
repetition,131,33,80,1
wsls,131,33,80,0
repetition,131,33,81,1
wsls,131,33,81,1
repetition,131,33,82,1
wsls,131,33,82,1
repetition,131,33,83,1
wsls,131,33,83,0
repetition,131,33,84,1
wsls,131,33,84,0
repetition,131,33,85,1
wsls,131,33,85,1
repetition,131,33,86,1
wsls,131,33,86,1
repetition,131,33,87,1
wsls,131,33,87,0
repetition,131,33,88,1
wsls,131,33,88,0
repetition,131,33,89,1
wsls,131,33,89,0
repetition,131,33,90,1
wsls,131,33,90,0
repetition,131,33,91,1
wsls,131,33,91,0
repetition,131,33,92,0
wsls,131,33,92,1
repetition,131,33,93,0
wsls,131,33,93,0
repetition,131,33,94,0
wsls,131,33,94,0
repetition,131,33,95,0
wsls,131,33,95,1
repetition,131,33,96,0
wsls,131,33,96,0
repetition,131,33,97,0
wsls,131,33,97,0
repetition,131,33,98,0
wsls,131,33,98,0
repetition,131,33,99,0
wsls,131,33,99,0
repetition,131,33,100,0
wsls,131,33,100,0
repetition,131,33,101,0
wsls,131,33,101,1
repetition,131,33,102,0
wsls,131,33,102,1
repetition,131,33,103,0
wsls,131,33,103,0
repetition,131,33,104,0
wsls,131,33,104,0
repetition,131,33,105,0
wsls,131,33,105,0
repetition,131,33,106,0
wsls,131,33,106,0
repetition,131,33,107,0
wsls,131,33,107,0
repetition,131,33,108,0
wsls,131,33,108,0
repetition,131,33,109,0
wsls,131,33,109,1
repetition,131,33,110,0
wsls,131,33,110,1
repetition,131,33,111,0
wsls,131,33,111,1
repetition,131,33,112,0
wsls,131,33,112,0
repetition,131,33,113,0
wsls,131,33,113,1
repetition,131,33,114,0
wsls,131,33,114,1
repetition,131,33,115,0
wsls,131,33,115,1
repetition,131,33,116,0
wsls,131,33,116,1
repetition,131,33,117,0
wsls,131,33,117,1
repetition,131,33,118,1
wsls,131,33,118,1
repetition,131,33,119,1
wsls,131,33,119,1
repetition,131,33,120,1
wsls,131,33,120,0
repetition,131,33,121,1
wsls,131,33,121,1
repetition,131,33,122,1
wsls,131,33,122,1
repetition,131,33,123,1
wsls,131,33,123,0
repetition,131,33,124,1
wsls,131,33,124,1
repetition,131,33,125,0
wsls,131,33,125,1
repetition,131,33,126,0
wsls,131,33,126,1
repetition,131,33,127,0
wsls,131,33,127,1
repetition,131,33,128,0
wsls,131,33,128,0
repetition,131,33,129,0
wsls,131,33,129,1
repetition,131,33,130,0
wsls,131,33,130,1
repetition,131,33,131,0
wsls,131,33,131,1
repetition,131,33,132,0
wsls,131,33,132,0
repetition,131,33,133,0
wsls,131,33,133,1
repetition,131,33,134,0
wsls,131,33,134,1
repetition,131,33,135,0
wsls,131,33,135,0
repetition,131,33,136,0
wsls,131,33,136,1
repetition,131,33,137,0
wsls,131,33,137,0
repetition,131,33,138,0
wsls,131,33,138,0
repetition,131,33,139,0
wsls,131,33,139,1
repetition,131,33,140,0
wsls,131,33,140,1
repetition,131,34,1,0
wsls,131,34,1,0
repetition,131,34,2,0
wsls,131,34,2,0
repetition,131,34,3,0
wsls,131,34,3,0
repetition,131,34,4,0
wsls,131,34,4,1
repetition,131,34,5,0
wsls,131,34,5,1
repetition,131,34,6,0
wsls,131,34,6,1
repetition,131,34,7,0
wsls,131,34,7,0
repetition,131,34,8,0
wsls,131,34,8,0
repetition,131,34,9,0
wsls,131,34,9,0
repetition,131,34,10,0
wsls,131,34,10,0
repetition,131,34,11,0
wsls,131,34,11,1
repetition,131,34,12,0
wsls,131,34,12,0
repetition,131,34,13,0
wsls,131,34,13,1
repetition,131,34,14,0
wsls,131,34,14,0
repetition,131,34,15,0
wsls,131,34,15,0
repetition,131,34,16,0
wsls,131,34,16,0
repetition,131,34,17,0
wsls,131,34,17,0
repetition,131,34,18,0
wsls,131,34,18,1
repetition,131,34,19,0
wsls,131,34,19,0
repetition,131,34,20,0
wsls,131,34,20,0
repetition,131,34,21,0
wsls,131,34,21,0
repetition,131,34,22,0
wsls,131,34,22,0
repetition,131,34,23,1
wsls,131,34,23,0
repetition,131,34,24,1
wsls,131,34,24,0
repetition,131,34,25,1
wsls,131,34,25,0
repetition,131,34,26,1
wsls,131,34,26,0
repetition,131,34,27,1
wsls,131,34,27,0
repetition,131,34,28,1
wsls,131,34,28,0
repetition,131,34,29,1
wsls,131,34,29,1
repetition,131,34,30,1
wsls,131,34,30,0
repetition,131,34,31,1
wsls,131,34,31,0
repetition,131,34,32,1
wsls,131,34,32,1
repetition,131,34,33,1
wsls,131,34,33,1
repetition,131,34,34,1
wsls,131,34,34,0
repetition,131,34,35,1
wsls,131,34,35,0
repetition,131,34,36,1
wsls,131,34,36,0
repetition,131,34,37,1
wsls,131,34,37,1
repetition,131,34,38,1
wsls,131,34,38,0
repetition,131,34,39,1
wsls,131,34,39,0
repetition,131,34,40,1
wsls,131,34,40,1
repetition,131,34,41,1
wsls,131,34,41,1
repetition,131,34,42,1
wsls,131,34,42,1
repetition,131,34,43,1
wsls,131,34,43,0
repetition,131,34,44,1
wsls,131,34,44,0
repetition,131,34,45,1
wsls,131,34,45,0
repetition,131,34,46,0
wsls,131,34,46,1
repetition,131,34,47,0
wsls,131,34,47,0
repetition,131,34,48,0
wsls,131,34,48,0
repetition,131,34,49,0
wsls,131,34,49,1
repetition,131,34,50,0
wsls,131,34,50,1
repetition,131,34,51,0
wsls,131,34,51,1
repetition,131,34,52,0
wsls,131,34,52,1
repetition,131,34,53,0
wsls,131,34,53,0
repetition,131,34,54,0
wsls,131,34,54,1
repetition,131,34,55,0
wsls,131,34,55,0
repetition,131,34,56,0
wsls,131,34,56,0
repetition,131,34,57,0
wsls,131,34,57,1
repetition,131,34,58,0
wsls,131,34,58,0
repetition,131,34,59,0
wsls,131,34,59,0
repetition,131,34,60,0
wsls,131,34,60,0
repetition,131,34,61,0
wsls,131,34,61,1
repetition,131,34,62,0
wsls,131,34,62,1
repetition,131,34,63,0
wsls,131,34,63,0
repetition,131,34,64,0
wsls,131,34,64,1
repetition,131,34,65,0
wsls,131,34,65,0
repetition,131,34,66,0
wsls,131,34,66,0
repetition,131,34,67,1
wsls,131,34,67,0
repetition,131,34,68,1
wsls,131,34,68,0
repetition,131,34,69,1
wsls,131,34,69,0
repetition,131,34,70,1
wsls,131,34,70,1
repetition,131,34,71,1
wsls,131,34,71,0
repetition,131,34,72,0
wsls,131,34,72,0
repetition,131,34,73,0
wsls,131,34,73,1
repetition,131,34,74,0
wsls,131,34,74,1
repetition,131,34,75,0
wsls,131,34,75,1
repetition,131,34,76,0
wsls,131,34,76,0
repetition,131,34,77,1
wsls,131,34,77,1
repetition,131,34,78,1
wsls,131,34,78,1
repetition,131,34,79,1
wsls,131,34,79,1
repetition,131,34,80,1
wsls,131,34,80,1
repetition,131,34,81,1
wsls,131,34,81,0
repetition,131,34,82,1
wsls,131,34,82,1
repetition,131,34,83,1
wsls,131,34,83,0
repetition,131,34,84,1
