,Fp,Block,Trial,Stimulus,Cue1_English,Cue2_English,Criterium_English,Response_as numeric output,condition,response_raw
6442,124,1,3,18,4,4,60,70,4,70
6443,124,1,4,17,4,3,50,40,4,40
6444,124,1,5,3,1,4,30,50,4,50
6445,124,1,6,22,5,4,70,60,4,60
6446,124,1,7,13,3,4,50,50,4,50
6447,124,1,8,12,3,3,50,50,4,50
6448,124,1,9,15,4,1,30,60,4,60
6449,124,1,10,20,5,2,30,30,4,30
6450,124,1,11,23,5,5,90,40,4,40
6451,124,1,12,5,2,1,70,50,4,50
6452,124,1,13,9,2,5,30,80,4,80
6453,124,1,14,11,3,2,50,60,4,60
6454,124,1,15,14,3,5,50,40,4,40
6455,124,1,16,21,5,3,50,50,4,50
6456,124,1,17,16,4,2,40,50,4,50
6457,124,1,18,1,1,2,70,30,4,30
6458,124,1,19,6,2,2,60,50,4,50
6459,124,1,20,8,2,4,40,40,4,40
6460,124,1,21,4,1,5,10,30,4,30
6461,124,1,22,10,3,1,50,30,4,30
6462,124,1,23,7,2,3,50,50,4,50
6463,124,2,24,9,2,5,30,40,4,40
6464,124,2,25,23,5,5,90,50,4,50
6465,124,2,26,7,2,3,50,50,4,50
6466,124,2,27,4,1,5,10,30,4,30
6467,124,2,28,19,4,5,70,50,4,50
6468,124,2,29,15,4,1,30,40,4,40
6469,124,2,30,8,2,4,40,40,4,40
6470,124,2,31,16,4,2,40,50,4,50
6471,124,2,32,1,1,2,70,30,4,30
6472,124,2,33,17,4,3,50,40,4,40
6473,124,2,34,21,5,3,50,50,4,50
6474,124,2,35,2,1,3,50,10,4,10
6475,124,2,36,14,3,5,50,40,4,40
6476,124,2,37,3,1,4,30,40,4,40
6477,124,2,38,20,5,2,30,60,4,60
6478,124,2,39,10,3,1,50,40,4,40
6479,124,2,40,18,4,4,60,50,4,50
6480,124,2,41,13,3,4,50,50,4,50
6481,124,2,42,22,5,4,70,50,4,50
6482,124,2,43,6,2,2,60,60,4,60
6483,124,2,44,5,2,1,70,50,4,50
6484,124,2,45,11,3,2,50,60,4,60
6485,124,2,46,12,3,3,50,70,4,70
6486,124,3,47,19,4,5,70,50,4,50
6487,124,3,48,1,1,2,70,20,4,20
6488,124,3,49,3,1,4,30,30,4,30
6489,124,3,50,5,2,1,70,50,4,50
6490,124,3,51,12,3,3,50,60,4,60
6491,124,3,52,2,1,3,50,30,4,30
6492,124,3,53,4,1,5,10,70,4,70
6493,124,3,54,20,5,2,30,30,4,30
6494,124,3,55,17,4,3,50,40,4,40
6495,124,3,56,11,3,2,50,50,4,50
6496,124,3,57,6,2,2,60,60,4,60
6497,124,3,58,14,3,5,50,40,4,40
6498,124,3,59,16,4,2,40,50,4,50
6499,124,3,60,9,2,5,30,50,4,50
6500,124,3,61,15,4,1,30,40,4,40
6501,124,3,62,18,4,4,60,60,4,60
6502,124,3,63,21,5,3,50,50,4,50
6503,124,3,64,13,3,4,50,50,4,50
6504,124,3,65,23,5,5,90,60,4,60
6505,124,3,66,22,5,4,70,70,4,70
6506,124,3,67,7,2,3,50,30,4,30
6507,124,3,68,8,2,4,40,40,4,40
6508,124,3,69,10,3,1,50,30,4,30
6509,124,4,70,14,3,5,50,50,4,50
6510,124,4,71,9,2,5,30,40,4,40
6511,124,4,72,10,3,1,50,30,4,30
6512,124,4,73,20,5,2,30,40,4,40
6513,124,4,74,22,5,4,70,50,4,50
6514,124,4,75,21,5,3,50,50,4,50
6515,124,4,76,15,4,1,30,60,4,60
6516,124,4,77,3,1,4,30,30,4,30
6517,124,4,78,11,3,2,50,50,4,50
6518,124,4,79,2,1,3,50,60,4,60
6519,124,4,80,19,4,5,70,50,4,50
6520,124,4,81,1,1,2,70,50,4,50
6521,124,4,82,7,2,3,50,40,4,40
6522,124,4,83,17,4,3,50,50,4,50
6523,124,4,84,6,2,2,60,70,4,70
6524,124,4,85,13,3,4,50,50,4,50
6525,124,4,86,16,4,2,40,60,4,60
6526,124,4,87,23,5,5,90,90,4,90
6527,124,4,88,12,3,3,50,70,4,70
6528,124,4,89,8,2,4,40,40,4,40
6529,124,4,90,5,2,1,70,50,4,50
6530,124,4,91,18,4,4,60,70,4,70
6531,124,4,92,4,1,5,10,20,4,20
6532,124,5,93,2,1,3,50,30,4,30
6533,124,5,94,10,3,1,50,50,4,50
6534,124,5,95,7,2,3,50,50,4,50
6535,124,5,96,4,1,5,10,20,4,20
6536,124,5,97,1,1,2,70,30,4,30
6537,124,5,98,3,1,4,30,70,4,70
6538,124,5,99,5,2,1,70,50,4,50
6539,124,5,100,14,3,5,50,50,4,50
6540,124,5,101,11,3,2,50,50,4,50
6541,124,5,102,23,5,5,90,90,4,90
6542,124,5,103,12,3,3,50,70,4,70
6543,124,5,104,22,5,4,70,50,4,50
6544,124,5,105,6,2,2,60,50,4,50
6545,124,5,106,16,4,2,40,20,4,20
6546,124,5,107,13,3,4,50,50,4,50
6547,124,5,108,15,4,1,30,60,4,60
6548,124,5,109,21,5,3,50,60,4,60
6549,124,5,110,18,4,4,60,80,4,80
6550,124,5,111,20,5,2,30,70,4,70
6551,124,5,112,19,4,5,70,50,4,50
6552,124,5,113,17,4,3,50,50,4,50
6553,124,5,114,9,2,5,30,70,4,70
6554,124,5,115,8,2,4,40,20,4,20
6555,124,6,116,4,1,5,10,80,4,80
6556,124,6,117,19,4,5,70,50,4,50
6557,124,6,118,9,2,5,30,40,4,40
6558,124,6,119,3,1,4,30,30,4,30
6559,124,6,120,6,2,2,60,50,4,50
6560,124,6,121,12,3,3,50,70,4,70
6561,124,6,122,14,3,5,50,30,4,30
6562,124,6,123,1,1,2,70,20,4,20
6563,124,6,124,17,4,3,50,50,4,50
6564,124,6,125,11,3,2,50,50,4,50
6565,124,6,126,16,4,2,40,40,4,40
6566,124,6,127,5,2,1,70,10,4,10
6567,124,6,128,15,4,1,30,70,4,70
6568,124,6,129,23,5,5,90,90,4,90
6569,124,6,130,22,5,4,70,80,4,80
6570,124,6,131,20,5,2,30,60,4,60
6571,124,6,132,8,2,4,40,40,4,40
6572,124,6,133,7,2,3,50,50,4,50
6573,124,6,134,21,5,3,50,60,4,60
6574,124,6,135,2,1,3,50,20,4,20
6575,124,6,136,18,4,4,60,60,4,60
6576,124,6,137,10,3,1,50,30,4,30
6577,124,6,138,13,3,4,50,50,4,50
6578,124,7,139,4,1,5,10,70,4,70
6579,124,7,140,12,3,3,50,70,4,70
6580,124,7,141,8,2,4,40,40,4,40
6581,124,7,142,20,5,2,30,60,4,60
6582,124,7,143,6,2,2,60,60,4,60
6583,124,7,144,11,3,2,50,50,4,50
6584,124,7,145,2,1,3,50,70,4,70
6585,124,7,146,9,2,5,30,60,4,60
6586,124,7,147,23,5,5,90,90,4,90
6587,124,7,148,18,4,4,60,70,4,70
6588,124,7,149,13,3,4,50,50,4,50
6589,124,7,150,21,5,3,50,60,4,60
6590,124,7,151,15,4,1,30,40,4,40
6591,124,7,152,14,3,5,50,50,4,50
6592,124,7,153,16,4,2,40,40,4,40
6593,124,7,154,19,4,5,70,70,4,70
6594,124,7,155,3,1,4,30,30,4,30
6595,124,7,156,7,2,3,50,50,4,50
6596,124,7,157,5,2,1,70,50,4,50
6597,124,7,158,17,4,3,50,50,4,50
6598,124,7,159,22,5,4,70,60,4,60
6599,124,7,160,10,3,1,50,30,4,30
6600,124,7,161,1,1,2,70,50,4,50
6601,124,8,162,11,3,2,50,50,4,50
6602,124,8,163,13,3,4,50,50,4,50
6603,124,8,164,9,2,5,30,60,4,60
6604,124,8,165,2,1,3,50,40,4,40
6605,124,8,166,3,1,4,30,30,4,30
6606,124,8,167,15,4,1,30,60,4,60
6607,124,8,168,14,3,5,50,30,4,30
6608,124,8,169,7,2,3,50,50,4,50
6609,124,8,170,23,5,5,90,90,4,90
6610,124,8,171,22,5,4,70,60,4,60
6611,124,8,172,21,5,3,50,60,4,60
6612,124,8,173,12,3,3,50,50,4,50
6613,124,8,174,16,4,2,40,40,4,40
6614,124,8,175,18,4,4,60,50,4,50
6615,124,8,176,8,2,4,40,40,4,40
6616,124,8,177,5,2,1,70,30,4,30
6617,124,8,178,20,5,2,30,30,4,30
6618,124,8,179,10,3,1,50,40,4,40
6619,124,8,180,17,4,3,50,50,4,50
6620,124,8,181,4,1,5,10,60,4,60
6621,124,8,182,1,1,2,70,30,4,30
6622,124,8,183,19,4,5,70,60,4,60
6623,124,8,184,6,2,2,60,40,4,40
6624,124,9,185,1,1,2,70,30,4,30
6625,124,9,186,16,4,2,40,40,4,40
6626,124,9,187,17,4,3,50,50,4,50
6627,124,9,188,23,5,5,90,90,4,90
6628,124,9,189,20,5,2,30,60,4,60
6629,124,9,190,9,2,5,30,30,4,30
6630,124,9,191,15,4,1,30,30,4,30
6631,124,9,192,19,4,5,70,70,4,70
6632,124,9,193,4,1,5,10,40,4,40
6633,124,9,194,22,5,4,70,70,4,70
6634,124,9,195,18,4,4,60,50,4,50
6635,124,9,196,5,2,1,70,10,4,10
6636,124,9,197,13,3,4,50,50,4,50
6637,124,9,198,3,1,4,30,30,4,30
6638,124,9,199,6,2,2,60,60,4,60
6639,124,9,200,7,2,3,50,50,4,50
6640,124,9,201,14,3,5,50,20,4,20
6641,124,9,202,10,3,1,50,30,4,30
6642,124,9,203,2,1,3,50,30,4,30
6643,124,9,204,12,3,3,50,50,4,50
6644,124,9,205,21,5,3,50,20,4,20
6645,124,9,206,11,3,2,50,50,4,50
6646,124,9,207,8,2,4,40,40,4,40
6647,124,10,208,10,3,1,50,40,4,40
6648,124,10,209,4,1,5,10,70,4,70
6649,124,10,210,22,5,4,70,70,4,70
6650,124,10,211,17,4,3,50,50,4,50
6651,124,10,212,16,4,2,40,40,4,40
6652,124,10,213,15,4,1,30,30,4,30
6653,124,10,214,23,5,5,90,90,4,90
6654,124,10,215,6,2,2,60,50,4,50
6655,124,10,216,3,1,4,30,30,4,30
6656,124,10,217,19,4,5,70,70,4,70
6657,124,10,218,5,2,1,70,10,4,10
6658,124,10,219,20,5,2,30,30,4,30
6659,124,10,220,11,3,2,50,50,4,50
6660,124,10,221,1,1,2,70,50,4,50
6661,124,10,222,12,3,3,50,60,4,60
6662,124,10,223,14,3,5,50,50,4,50
6663,124,10,224,8,2,4,40,40,4,40
6664,124,10,225,2,1,3,50,50,4,50
6665,124,10,226,7,2,3,50,50,4,50
6666,124,10,227,9,2,5,30,70,4,70
6667,124,10,228,18,4,4,60,50,4,50
6668,124,10,229,13,3,4,50,50,4,50
6669,124,10,230,21,5,3,50,70,4,70
6670,124,11,1,21,5,1,10,70,4,70
6671,124,11,2,2,1,2,70,30,4,30
6672,124,11,3,9,2,4,40,50,4,50
6673,124,11,4,25,5,5,90,90,4,90
6674,124,11,5,6,2,1,70,40,4,40
6675,124,11,6,5,1,5,10,60,4,60
6676,124,11,7,1,1,1,90,10,4,10
6677,124,11,8,7,2,2,60,50,4,50
6678,124,11,9,19,4,4,60,60,4,60
6679,124,11,10,23,5,3,50,50,4,50
6680,124,11,11,22,5,2,30,50,4,50
6681,124,11,12,24,5,4,70,70,4,70
6682,124,11,13,12,3,2,50,50,4,50
6683,124,11,14,20,4,5,70,70,4,70
6684,124,11,15,16,4,1,30,30,4,30
6685,124,11,16,13,3,3,50,50,4,50
6686,124,11,17,17,4,2,40,40,4,40
6687,124,11,18,15,3,5,50,50,4,50
6688,124,11,19,10,2,5,30,70,4,70
6689,124,11,20,8,2,3,50,50,4,50
6690,124,11,21,18,4,3,50,50,4,50
6691,124,11,22,4,1,4,30,40,4,40
6692,124,11,23,11,3,1,50,50,4,50
6693,124,11,24,14,3,4,50,50,4,50
6694,124,11,25,3,1,3,50,50,4,50
6695,124,12,26,20,4,5,70,70,4,70
6696,124,12,27,8,2,3,50,50,4,50
6697,124,12,28,12,3,2,50,50,4,50
6698,124,12,29,4,1,4,30,40,4,40
6699,124,12,30,1,1,1,90,10,4,10
6700,124,12,31,17,4,2,40,40,4,40
6701,124,12,32,6,2,1,70,70,4,70
6702,124,12,33,14,3,4,50,50,4,50
6703,124,12,34,23,5,3,50,50,4,50
6704,124,12,35,24,5,4,70,70,4,70
6705,124,12,36,9,2,4,40,40,4,40
6706,124,12,37,11,3,1,50,50,4,50
6707,124,12,38,13,3,3,50,60,4,60
6708,124,12,39,5,1,5,10,70,4,70
6709,124,12,40,2,1,2,70,70,4,70
6710,124,12,41,18,4,3,50,50,4,50
6711,124,12,42,3,1,3,50,50,4,50
6712,124,12,43,25,5,5,90,90,4,90
6713,124,12,44,7,2,2,60,60,4,60
6714,124,12,45,10,2,5,30,70,4,70
6715,124,12,46,22,5,2,30,70,4,70
6716,124,12,47,16,4,1,30,40,4,40
6717,124,12,48,21,5,1,10,40,4,40
6718,124,12,49,19,4,4,60,50,4,50
6719,124,12,50,15,3,5,50,50,4,50
6720,125,1,1,13,average,a lot,somewhat low,50,1,normal
6721,125,1,2,10,average,very little,high,70,1,high
6722,125,1,3,20,very much,a little,very high,80,1,very high
6723,125,1,4,18,a lot,a lot,normal,50,1,normal
6724,125,1,5,6,a little,a little,normal,50,1,normal
6725,125,1,6,3,very little,average,low,40,1,somewhat low
6726,125,1,7,15,a lot,very little,very high,80,1,very high
6727,125,1,8,22,very much,a lot,somewhat high,60,1,somewhat high
6728,125,1,9,9,a little,very much,very low,20,1,very low
6729,125,1,10,1,very little,very little,normal,50,1,normal
6730,125,1,11,5,a little,very little,somewhat high,60,1,somewhat high
6731,125,1,12,8,a little,a lot,low,30,1,low
6732,125,1,13,23,very much,very much,normal,50,1,normal
6733,125,1,14,17,a lot,average,somewhat high,40,1,somewhat low
6734,125,1,15,12,average,average,normal,50,1,normal
6735,125,1,16,21,very much,average,high,70,1,high
6736,125,1,17,7,a little,average,somewhat low,60,1,somewhat high
6737,125,1,18,14,average,very much,low,30,1,low
6738,125,1,19,4,very little,a lot,very low,20,1,very low
6739,125,1,20,19,a lot,very much,somewhat low,40,1,somewhat low
6740,125,1,21,2,very little,a little,somewhat low,60,1,somewhat high
6741,125,1,22,16,a lot,a little,high,80,1,very high
6742,125,1,23,11,average,a little,somewhat high,70,1,high
6743,125,2,24,8,a little,a lot,low,60,1,somewhat high
6744,125,2,25,9,a little,very much,very low,20,1,very low
6745,125,2,26,23,very much,very much,normal,50,1,normal
6746,125,2,27,21,very much,average,high,70,1,high
6747,125,2,28,22,very much,a lot,somewhat high,40,1,somewhat low
6748,125,2,29,18,a lot,a lot,normal,50,1,normal
6749,125,2,30,7,a little,average,somewhat low,40,1,somewhat low
6750,125,2,31,1,very little,very little,normal,50,1,normal
6751,125,2,32,10,average,very little,high,60,1,somewhat high
6752,125,2,33,6,a little,a little,normal,50,1,normal
6753,125,2,34,17,a lot,average,somewhat high,70,1,high
6754,125,2,35,4,very little,a lot,very low,20,1,very low
6755,125,2,36,3,very little,average,low,40,1,somewhat low
6756,125,2,37,11,average,a little,somewhat high,60,1,somewhat high
6757,125,2,38,12,average,average,normal,50,1,normal
6758,125,2,39,5,a little,very little,somewhat high,60,1,somewhat high
6759,125,2,40,15,a lot,very little,very high,70,1,high
6760,125,2,41,13,average,a lot,somewhat low,60,1,somewhat high
6761,125,2,42,14,average,very much,low,70,1,high
6762,125,2,43,2,very little,a little,somewhat low,60,1,somewhat high
6763,125,2,44,16,a lot,a little,high,70,1,high
6764,125,2,45,19,a lot,very much,somewhat low,40,1,somewhat low
6765,125,2,46,20,very much,a little,very high,80,1,very high
6766,125,3,47,10,average,very little,high,30,1,low
6767,125,3,48,22,very much,a lot,somewhat high,60,1,somewhat high
6768,125,3,49,8,a little,a lot,low,70,1,high
6769,125,3,50,4,very little,a lot,very low,30,1,low
6770,125,3,51,14,average,very much,low,30,1,low
6771,125,3,52,23,very much,very much,normal,50,1,normal
6772,125,3,53,13,average,a lot,somewhat low,30,1,low
6773,125,3,54,11,average,a little,somewhat high,60,1,somewhat high
6774,125,3,55,18,a lot,a lot,normal,50,1,normal
6775,125,3,56,6,a little,a little,normal,50,1,normal
6776,125,3,57,19,a lot,very much,somewhat low,60,1,somewhat high
6777,125,3,58,20,very much,a little,very high,80,1,very high
6778,125,3,59,17,a lot,average,somewhat high,70,1,high
6779,125,3,60,1,very little,very little,normal,50,1,normal
6780,125,3,61,2,very little,a little,somewhat low,40,1,somewhat low
6781,125,3,62,16,a lot,a little,high,70,1,high
6782,125,3,63,12,average,average,normal,50,1,normal
6783,125,3,64,7,a little,average,somewhat low,40,1,somewhat low
6784,125,3,65,15,a lot,very little,very high,80,1,very high
6785,125,3,66,9,a little,very much,very low,20,1,very low
6786,125,3,67,3,very little,average,low,40,1,somewhat low
6787,125,3,68,5,a little,very little,somewhat high,60,1,somewhat high
6788,125,3,69,21,very much,average,high,70,1,high
6789,125,4,70,13,average,a lot,somewhat low,40,1,somewhat low
6790,125,4,71,18,a lot,a lot,normal,50,1,normal
6791,125,4,72,8,a little,a lot,low,40,1,somewhat low
6792,125,4,73,1,very little,very little,normal,50,1,normal
6793,125,4,74,4,very little,a lot,very low,30,1,low
6794,125,4,75,12,average,average,normal,50,1,normal
6795,125,4,76,14,average,very much,low,20,1,very low
6796,125,4,77,23,very much,very much,normal,50,1,normal
6797,125,4,78,7,a little,average,somewhat low,40,1,somewhat low
6798,125,4,79,11,average,a little,somewhat high,60,1,somewhat high
6799,125,4,80,9,a little,very much,very low,20,1,very low
6800,125,4,81,21,very much,average,high,70,1,high
6801,125,4,82,17,a lot,average,somewhat high,60,1,somewhat high
6802,125,4,83,15,a lot,very little,very high,70,1,high
6803,125,4,84,20,very much,a little,very high,20,1,very low
6804,125,4,85,2,very little,a little,somewhat low,60,1,somewhat high
6805,125,4,86,22,very much,a lot,somewhat high,60,1,somewhat high
6806,125,4,87,5,a little,very little,somewhat high,60,1,somewhat high
6807,125,4,88,19,a lot,very much,somewhat low,40,1,somewhat low
6808,125,4,89,3,very little,average,low,30,1,low
6809,125,4,90,10,average,very little,high,60,1,somewhat high
6810,125,4,91,16,a lot,a little,high,80,1,very high
6811,125,4,92,6,a little,a little,normal,50,1,normal
6812,125,5,93,8,a little,a lot,low,30,1,low
6813,125,5,94,20,very much,a little,very high,80,1,very high
6814,125,5,95,5,a little,very little,somewhat high,60,1,somewhat high
6815,125,5,96,2,very little,a little,somewhat low,40,1,somewhat low
6816,125,5,97,22,very much,a lot,somewhat high,60,1,somewhat high
6817,125,5,98,1,very little,very little,normal,50,1,normal
6818,125,5,99,12,average,average,normal,50,1,normal
6819,125,5,100,18,a lot,a lot,normal,50,1,normal
6820,125,5,101,19,a lot,very much,somewhat low,40,1,somewhat low
6821,125,5,102,3,very little,average,low,30,1,low
6822,125,5,103,14,average,very much,low,70,1,high
6823,125,5,104,13,average,a lot,somewhat low,30,1,low
6824,125,5,105,6,a little,a little,normal,50,1,normal
6825,125,5,106,16,a lot,a little,high,70,1,high
6826,125,5,107,4,very little,a lot,very low,20,1,very low
6827,125,5,108,11,average,a little,somewhat high,60,1,somewhat high
6828,125,5,109,23,very much,very much,normal,50,1,normal
6829,125,5,110,9,a little,very much,very low,20,1,very low
6830,125,5,111,10,average,very little,high,70,1,high
6831,125,5,112,7,a little,average,somewhat low,40,1,somewhat low
6832,125,5,113,15,a lot,very little,very high,70,1,high
6833,125,5,114,17,a lot,average,somewhat high,60,1,somewhat high
6834,125,5,115,21,very much,average,high,80,1,very high
6835,125,6,116,21,very much,average,high,70,1,high
6836,125,6,117,23,very much,very much,normal,50,1,normal
6837,125,6,118,15,a lot,very little,very high,70,1,high
6838,125,6,119,7,a little,average,somewhat low,40,1,somewhat low
6839,125,6,120,10,average,very little,high,70,1,high
6840,125,6,121,18,a lot,a lot,normal,50,1,normal
6841,125,6,122,2,very little,a little,somewhat low,40,1,somewhat low
6842,125,6,123,16,a lot,a little,high,70,1,high
6843,125,6,124,5,a little,very little,somewhat high,60,1,somewhat high
6844,125,6,125,1,very little,very little,normal,50,1,normal
6845,125,6,126,14,average,very much,low,70,1,high
6846,125,6,127,4,very little,a lot,very low,20,1,very low
6847,125,6,128,11,average,a little,somewhat high,60,1,somewhat high
6848,125,6,129,12,average,average,normal,50,1,normal
6849,125,6,130,13,average,a lot,somewhat low,40,1,somewhat low
6850,125,6,131,20,very much,a little,very high,80,1,very high
6851,125,6,132,9,a little,very much,very low,20,1,very low
6852,125,6,133,19,a lot,very much,somewhat low,40,1,somewhat low
6853,125,6,134,17,a lot,average,somewhat high,60,1,somewhat high
6854,125,6,135,22,very much,a lot,somewhat high,60,1,somewhat high
6855,125,6,136,6,a little,a little,normal,50,1,normal
6856,125,6,137,8,a little,a lot,low,30,1,low
6857,125,6,138,3,very little,average,low,20,1,very low
6858,125,7,139,13,average,a lot,somewhat low,40,1,somewhat low
6859,125,7,140,9,a little,very much,very low,80,1,very high
6860,125,7,141,22,very much,a lot,somewhat high,60,1,somewhat high
6861,125,7,142,10,average,very little,high,70,1,high
6862,125,7,143,5,a little,very little,somewhat high,60,1,somewhat high
6863,125,7,144,3,very little,average,low,30,1,low
6864,125,7,145,18,a lot,a lot,normal,50,1,normal
6865,125,7,146,8,a little,a lot,low,40,1,somewhat low
6866,125,7,147,16,a lot,a little,high,60,1,somewhat high
6867,125,7,148,6,a little,a little,normal,50,1,normal
6868,125,7,149,12,average,average,normal,50,1,normal
6869,125,7,150,7,a little,average,somewhat low,40,1,somewhat low
6870,125,7,151,11,average,a little,somewhat high,60,1,somewhat high
6871,125,7,152,23,very much,very much,normal,50,1,normal
6872,125,7,153,15,a lot,very little,very high,70,1,high
6873,125,7,154,2,very little,a little,somewhat low,40,1,somewhat low
6874,125,7,155,4,very little,a lot,very low,20,1,very low
6875,125,7,156,14,average,very much,low,30,1,low
6876,125,7,157,21,very much,average,high,70,1,high
6877,125,7,158,19,a lot,very much,somewhat low,40,1,somewhat low
6878,125,7,159,20,very much,a little,very high,80,1,very high
6879,125,7,160,17,a lot,average,somewhat high,60,1,somewhat high
6880,125,7,161,1,very little,very little,normal,50,1,normal
6881,125,8,162,21,very much,average,high,70,1,high
6882,125,8,163,15,a lot,very little,very high,70,1,high
6883,125,8,164,11,average,a little,somewhat high,60,1,somewhat high
6884,125,8,165,16,a lot,a little,high,60,1,somewhat high
6885,125,8,166,4,very little,a lot,very low,20,1,very low
6886,125,8,167,14,average,very much,low,30,1,low
6887,125,8,168,1,very little,very little,normal,50,1,normal
6888,125,8,169,8,a little,a lot,low,40,1,somewhat low
6889,125,8,170,19,a lot,very much,somewhat low,40,1,somewhat low
6890,125,8,171,23,very much,very much,normal,50,1,normal
6891,125,8,172,13,average,a lot,somewhat low,40,1,somewhat low
6892,125,8,173,2,very little,a little,somewhat low,40,1,somewhat low
6893,125,8,174,5,a little,very little,somewhat high,60,1,somewhat high
6894,125,8,175,9,a little,very much,very low,20,1,very low
6895,125,8,176,18,a lot,a lot,normal,50,1,normal
6896,125,8,177,3,very little,average,low,70,1,high
6897,125,8,178,22,very much,a lot,somewhat high,60,1,somewhat high
6898,125,8,179,20,very much,a little,very high,80,1,very high
6899,125,8,180,12,average,average,normal,50,1,normal
6900,125,8,181,6,a little,a little,normal,50,1,normal
6901,125,8,182,17,a lot,average,somewhat high,60,1,somewhat high
6902,125,8,183,10,average,very little,high,40,1,somewhat low
6903,125,8,184,7,a little,average,somewhat low,40,1,somewhat low
6904,125,9,185,19,a lot,very much,somewhat low,40,1,somewhat low
6905,125,9,186,17,a lot,average,somewhat high,60,1,somewhat high
6906,125,9,187,6,a little,a little,normal,50,1,normal
6907,125,9,188,23,very much,very much,normal,50,1,normal
6908,125,9,189,16,a lot,a little,high,60,1,somewhat high
6909,125,9,190,10,average,very little,high,70,1,high
6910,125,9,191,21,very much,average,high,70,1,high
6911,125,9,192,18,a lot,a lot,normal,50,1,normal
6912,125,9,193,15,a lot,very little,very high,70,1,high
6913,125,9,194,5,a little,very little,somewhat high,60,1,somewhat high
6914,125,9,195,9,a little,very much,very low,20,1,very low
6915,125,9,196,3,very little,average,low,40,1,somewhat low
6916,125,9,197,7,a little,average,somewhat low,40,1,somewhat low
6917,125,9,198,12,average,average,normal,50,1,normal
6918,125,9,199,11,average,a little,somewhat high,60,1,somewhat high
6919,125,9,200,4,very little,a lot,very low,20,1,very low
6920,125,9,201,13,average,a lot,somewhat low,40,1,somewhat low
6921,125,9,202,14,average,very much,low,30,1,low
6922,125,9,203,2,very little,a little,somewhat low,40,1,somewhat low
6923,125,9,204,22,very much,a lot,somewhat high,60,1,somewhat high
6924,125,9,205,8,a little,a lot,low,40,1,somewhat low
6925,125,9,206,1,very little,very little,normal,50,1,normal
6926,125,9,207,20,very much,a little,very high,80,1,very high
6927,125,10,208,7,a little,average,somewhat low,40,1,somewhat low
6928,125,10,209,8,a little,a lot,low,30,1,low
6929,125,10,210,14,average,very much,low,30,1,low
6930,125,10,211,9,a little,very much,very low,20,1,very low
6931,125,10,212,3,very little,average,low,30,1,low
6932,125,10,213,23,very much,very much,normal,50,1,normal
6933,125,10,214,4,very little,a lot,very low,80,1,very high
6934,125,10,215,17,a lot,average,somewhat high,60,1,somewhat high
6935,125,10,216,2,very little,a little,somewhat low,40,1,somewhat low
6936,125,10,217,13,average,a lot,somewhat low,60,1,somewhat high
6937,125,10,218,12,average,average,normal,50,1,normal
6938,125,10,219,16,a lot,a little,high,70,1,high
6939,125,10,220,20,very much,a little,very high,80,1,very high
6940,125,10,221,15,a lot,very little,very high,80,1,very high
6941,125,10,222,22,very much,a lot,somewhat high,60,1,somewhat high
6942,125,10,223,10,average,very little,high,30,1,low
6943,125,10,224,19,a lot,very much,somewhat low,40,1,somewhat low
6944,125,10,225,5,a little,very little,somewhat high,60,1,somewhat high
6945,125,10,226,21,very much,average,high,70,1,high
6946,125,10,227,11,average,a little,somewhat high,60,1,somewhat high
6947,125,10,228,18,a lot,a lot,normal,50,1,normal
6948,125,10,229,1,very little,very little,normal,50,1,normal
6949,125,10,230,6,a little,a little,normal,50,1,normal
6950,125,11,1,15,average,very much,low,30,1,low
6951,125,11,2,5,very little,very much,extremely low,10,1,extremely low
6952,125,11,3,20,a lot,very much,somewhat low,40,1,somewhat low
6953,125,11,4,7,a little,a little,normal,50,1,normal
6954,125,11,5,3,very little,average,low,30,1,low
6955,125,11,6,17,a lot,a little,high,70,1,high
6956,125,11,7,21,very much,very little,extremely high,90,1,extremely high
6957,125,11,8,14,average,a lot,somewhat low,40,1,somewhat low
6958,125,11,9,22,very much,a little,very high,80,1,very high
6959,125,11,10,12,average,a little,somewhat high,70,1,high
6960,125,11,11,23,very much,average,high,70,1,high
6961,125,11,12,18,a lot,average,somewhat high,60,1,somewhat high
6962,125,11,13,2,very little,a little,somewhat low,40,1,somewhat low
6963,125,11,14,1,very little,very little,normal,50,1,normal
6964,125,11,15,10,a little,very much,very low,80,1,very high
6965,125,11,16,25,very much,very much,normal,50,1,normal
6966,125,11,17,9,a little,a lot,low,30,1,low
6967,125,11,18,13,average,average,normal,50,1,normal
6968,125,11,19,6,a little,very little,somewhat high,60,1,somewhat high
6969,125,11,20,11,average,very little,high,70,1,high
6970,125,11,21,16,a lot,very little,very high,70,1,high
6971,125,11,22,19,a lot,a lot,normal,50,1,normal
6972,125,11,23,8,a little,average,somewhat low,40,1,somewhat low
6973,125,11,24,4,very little,a lot,very low,20,1,very low
6974,125,11,25,24,very much,a lot,somewhat high,60,1,somewhat high
6975,125,12,26,12,average,a little,somewhat high,60,1,somewhat high
6976,125,12,27,22,very much,a little,very high,80,1,very high
6977,125,12,28,15,average,very much,low,30,1,low
6978,125,12,29,4,very little,a lot,very low,20,1,very low
6979,125,12,30,18,a lot,average,somewhat high,60,1,somewhat high
6980,125,12,31,7,a little,a little,normal,50,1,normal
6981,125,12,32,5,very little,very much,extremely low,10,1,extremely low
